id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
4117,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4118,3,2,4,0,4,2,0.4,2,2,1.0,7,1,0.0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80.0,5,False
4119,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
4120,1,2,2,0,0,1,0.33,0,1,1.0,4,1,0.0,1,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,1.0,0,0,5,0.2,5,12,4,9,5,66.67,3,False
4121,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
4122,1,0,1,0,4,1,0.5,2,1,1.0,1,1,0.0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4123,3,0,4,0,4,2,0.4,2,1,0.5,6,1,0.0,1,2,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80.0,5,False
4124,3,0,3,0,4,2,0.5,2,1,0.5,6,1,0.0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75.0,4,False
4125,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False
4126,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
4127,1,0,1,2,0,1,0.5,0,1,1.0,1,1,0.0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.17,1,5,1,5,6,75.0,2,False
4128,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,2,1.0,1,6,1,6,1,0.0,0,False
4129,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,2,0,2,0,1,0.0,0,False
4130,3,6,10,0,4,2,0.17,2,2,1.0,10,1,0.0,2,8,34.95,10.63,3945.43,0.12,79,0.09,219.19,371.33,0.5,1,2,10,0.11,34,45,16,10,18,83.33,12,False
4131,1,2,2,0,0,1,0.33,0,1,1.0,3,1,0.0,1,3,12.68,6.0,456.64,0.03,22,0.17,25.37,76.11,1.0,0,0,4,0.17,10,12,5,6,6,66.67,3,False
4132,7,2,12,0,12,4,0.27,6,3,0.75,15,1,0.0,3,2,10.48,27.19,7748.01,0.09,63,0.04,430.45,284.98,0.25,3,6,13,0.24,29,34,8,15,17,80.0,15,False
4133,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4134,5,1,2,0,6,3,1.0,2,2,0.67,8,3,1.0,1,3,6.29,10.0,629.07,0.02,17,0.1,34.95,62.91,1.0,2,3,7,0.6,6,11,3,10,5,66.67,3,False
4135,1,0,1,1,0,1,0.5,0,1,1.0,1,1,0.0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,2,0.2,1,6,1,5,5,66.67,2,False
4136,1,1,3,1,0,1,0.25,0,1,1.0,2,1,0.0,1,1,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,1.0,0,0,3,0.14,3,7,3,6,7,80.0,4,False
4137,1,1,2,0,0,1,0.33,0,1,1.0,2,1,0.0,1,0,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,1.0,0,0,3,0.25,2,9,2,7,4,66.67,3,False
4138,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
4139,1,1,3,3,0,1,0.25,0,1,1.0,2,1,0.0,1,1,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,1.0,0,0,3,0.11,3,7,3,6,9,85.71,4,False
4140,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
4141,1,1,2,0,0,1,0.33,0,1,1.0,2,1,0.0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,3,0.2,2,7,2,6,5,66.67,3,False
4142,3,1,0,0,4,2,1.0,2,2,1.0,6,1,0.0,0,1,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,0.5,1,2,6,1.0,4,8,3,8,2,0.0,0,False
4143,7,5,10,1,12,4,0.31,6,4,1.0,25,1,0.0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,False
4144,1,7,5,1,0,1,0.17,0,1,1.0,11,1,0.0,1,0,28.77,4.5,582.53,0.04,34,0.22,32.36,129.44,1.0,0,0,12,0.11,12,22,8,6,9,85.71,6,False
4145,1,0,2,0,0,1,0.33,0,1,1.0,1,1,0.0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
4146,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
4147,5,0,1,0,6,3,1.5,2,1,0.33,8,3,1.0,1,1,7.52,7.88,466.26,0.02,16,0.13,25.9,59.21,1.0,2,3,7,0.75,7,9,4,9,4,50.0,2,False
4148,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
4149,1,2,1,0,0,1,0.5,0,1,1.0,3,1,0.0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
4150,3,2,2,5,4,2,0.67,2,2,1.0,6,1,0.0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,0.5,1,2,6,0.2,2,7,2,6,10,87.5,3,False
4151,13,8,43,29,24,7,0.15,12,7,1.0,45,1,0.0,4,9,62.57,29.75,55377.85,0.62,337,0.03,3076.55,1861.44,0.14,6,12,40,0.08,136,201,32,14,86,94.74,47,False
4152,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4153,1,2,2,0,0,1,0.33,0,1,1.0,3,1,0.0,1,1,10.8,4.0,172.74,0.01,13,0.25,9.6,43.19,1.0,0,0,4,0.2,2,11,2,8,5,66.67,3,False
4154,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
4155,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
4156,1,2,1,0,0,1,0.5,0,1,1.0,3,1,0.0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1.0,0,0,4,0.17,5,7,5,5,6,50.0,2,False
4157,11,8,20,5,20,6,0.25,10,5,0.83,34,1,0.0,4,1,20.14,22.1,9834.5,0.15,89,0.05,546.36,445.0,0.17,5,10,30,0.19,39,50,15,17,31,86.21,24,False
4158,3,1,4,0,4,2,0.33,2,2,1.0,6,1,0.0,2,2,8.24,5.0,206.05,0.01,13,0.2,11.45,41.21,0.5,1,2,6,0.25,5,8,3,6,8,66.67,6,False
4159,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4160,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4161,11,2,21,1,20,6,0.24,10,3,0.5,27,5,0.0,4,2,13.94,25.0,8711.43,0.12,76,0.04,483.97,348.46,0.83,5,10,23,0.21,30,46,9,15,29,84.62,25,False
4162,9,4,16,1,16,5,0.28,8,4,0.8,29,1,0.0,2,1,13.97,34.36,16494.55,0.16,96,0.03,916.36,480.0,0.2,4,8,26,0.24,36,60,11,21,21,89.47,18,False
4163,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,1.0,0,5,0,5,1,0.0,0,False
4164,1,3,2,0,0,1,0.33,0,1,1.0,5,1,0.0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,6,0.2,2,4,2,4,5,66.67,3,False
4165,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.2,2,4,2,4,5,0.0,0,False
4166,3,2,13,4,4,2,0.13,2,2,1.0,8,1,0.0,2,4,29.63,13.0,5006.9,0.13,81,0.08,278.16,385.15,0.5,1,2,8,0.09,28,53,14,13,23,89.47,15,False
4167,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4168,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4169,3,3,2,0,4,2,0.67,2,2,1.0,9,1,0.0,1,3,13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,0.5,1,2,9,0.4,10,13,6,8,5,66.67,3,False
4170,1,0,3,0,0,1,0.25,0,1,1.0,1,1,0.0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False
4171,13,9,26,12,24,7,0.22,12,5,0.71,35,5,0.0,6,1,22.56,27.5,17060.75,0.21,120,0.04,947.82,620.39,0.71,6,12,30,0.15,44,76,16,20,46,86.36,32,False
4172,3,2,2,0,4,2,0.67,2,2,1.0,8,1,0.0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
4173,5,1,6,0,4,3,0.3,2,1,0.33,10,1,0.0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60.0,10,False
4174,1,3,2,4,0,1,0.33,0,1,1.0,4,1,0.0,1,4,22.31,3.21,230.46,0.02,20,0.31,12.8,71.7,1.0,0,0,5,0.1,9,11,7,5,10,85.71,3,False
4175,7,4,9,1,12,4,0.33,6,4,1.0,20,1,0.0,3,5,18.18,17.0,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,False
4176,1,1,3,0,0,1,0.25,0,1,1.0,2,1,0.0,1,8,25.14,3.5,308.0,0.03,22,0.29,17.11,88.0,1.0,0,0,3,0.2,9,13,9,7,5,75.0,4,False
4177,1,3,2,0,0,1,0.25,0,1,1.0,4,1,0.0,2,1,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,1.0,0,0,5,0.17,3,7,3,7,6,50.0,4,False
4178,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4179,1,1,1,2,0,1,0.5,0,1,1.0,2,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.17,1,3,1,3,6,75.0,2,False
4180,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False
4181,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
4182,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4183,1,1,3,0,0,1,0.25,0,1,1.0,2,1,0.0,1,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.17,4,6,3,5,6,75.0,4,False
4184,5,3,4,0,6,3,0.6,2,3,1.0,10,3,1.0,1,3,17.44,5.63,551.81,0.03,24,0.18,30.66,98.1,1.0,2,3,9,0.38,10,14,8,9,8,80.0,5,False
4185,3,0,1,0,4,2,1.0,2,1,0.5,6,1,0.0,1,2,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50.0,2,False
4186,1,0,1,1,0,1,0.5,0,1,1.0,1,1,0.0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,2,0.2,1,6,1,5,5,66.67,2,False
4187,7,4,9,1,12,4,0.33,6,4,1.0,20,1,0.0,3,5,18.18,17.0,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,False
4188,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,4,32.5,0.5,8.13,0.01,7,2.0,0.45,16.25,1.0,0,0,2,0.13,4,3,4,1,8,50.0,2,False
4189,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
4190,1,1,2,0,0,1,0.33,0,1,1.0,2,1,0.0,1,1,13.29,3.5,162.77,0.02,14,0.29,9.04,46.51,1.0,0,0,3,0.2,7,7,5,5,5,66.67,3,False
4191,11,3,18,19,16,6,0.29,6,4,0.67,24,6,1.0,3,5,19.55,75.6,111737.37,0.49,293,0.01,6207.63,1478.01,1.0,5,8,20,0.14,126,167,15,18,44,92.5,21,False
4192,1,0,1,0,4,1,0.5,2,1,1.0,1,1,0.0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4193,7,8,15,0,12,4,0.21,6,4,1.0,20,4,1.0,4,4,17.92,22.0,8672.47,0.13,82,0.05,481.8,394.2,1.0,3,6,18,0.18,33,49,12,16,22,78.95,19,False
4194,1,2,1,0,0,1,0.5,0,1,1.0,3,1,0.0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1.0,0,0,4,0.17,5,7,5,5,6,50.0,2,False
4195,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.33,0,0,0,0,3,0.0,1,False
4196,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
4197,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4198,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4199,1,2,1,0,0,1,0.5,0,1,1.0,3,1,0.0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
4200,1,3,1,0,0,1,0.5,0,1,1.0,4,1,0.0,1,2,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,1.0,0,0,5,0.25,5,14,5,9,4,50.0,2,False
4201,1,0,5,0,0,1,0.17,0,1,1.0,1,1,0.0,1,3,51.81,1.5,116.56,0.03,21,0.67,6.48,77.71,1.0,0,0,2,0.11,10,11,10,3,9,83.33,6,False
4202,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
4203,1,1,2,1,0,1,0.33,0,1,1.0,2,1,0.0,1,2,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1.0,0,0,3,0.17,3,5,3,4,6,75.0,3,False
4204,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
4205,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4206,7,3,14,1,12,4,0.25,6,3,0.75,21,1,0.0,2,1,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,0.25,3,6,19,0.21,26,42,9,19,19,88.24,16,False
4207,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4208,1,1,3,2,0,1,0.25,0,1,1.0,2,1,0.0,1,0,12.56,5.6,393.73,0.02,19,0.18,21.87,70.31,1.0,0,0,3,0.13,7,12,5,8,8,83.33,4,False
4209,1,0,0,0,4,1,1.0,2,1,1.0,1,1,0.0,0,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,1.0,2,6,2,6,1,0.0,0,False
4210,1,0,1,1,0,1,0.5,0,1,1.0,1,1,0.0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,66.67,2,False
4211,5,1,8,0,8,3,0.3,4,2,0.67,10,3,1.0,2,5,15.41,11.9,2182.44,0.06,40,0.08,121.25,183.4,1.0,2,4,9,0.23,17,23,10,14,13,80.0,10,False
4212,1,3,7,0,0,1,0.13,0,1,1.0,4,1,0.0,1,4,24.75,1.33,44.0,0.01,11,0.75,2.44,33.0,1.0,0,0,5,0.07,8,3,6,2,14,87.5,8,False
4213,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
4214,3,2,1,0,6,2,1.0,2,2,1.0,6,1,0.0,1,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,0.5,2,3,6,0.5,4,6,3,5,4,50.0,2,False
4215,3,2,5,0,4,2,0.33,2,2,1.0,7,1,0.0,1,1,8.0,15.0,1800.0,0.04,30,0.07,100.0,120.0,0.5,1,2,7,0.25,10,20,4,12,8,83.33,6,False
4216,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1.0,0,0,3,1.0,1,2,1,2,1,0.0,0,False
4217,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
4218,3,1,2,0,4,2,0.67,2,2,1.0,8,1,0.0,1,3,10.24,5.6,321.21,0.02,16,0.18,17.85,57.36,0.5,1,2,8,0.33,8,8,5,7,6,66.67,3,False
4219,1,1,2,0,0,1,0.25,0,1,1.0,2,1,0.0,2,0,7.2,2.5,45.0,0.01,9,0.4,2.5,18.0,1.0,0,0,3,0.17,5,4,2,2,6,50.0,4,False
4220,7,4,9,0,12,4,0.36,6,4,1.0,22,4,1.0,2,2,14.35,14.7,3100.35,0.07,46,0.07,172.24,210.91,1.0,3,6,20,0.29,21,25,10,14,14,81.82,11,False
4221,17,13,28,0,22,10,0.32,10,5,0.5,50,6,0.0,3,3,27.69,20.43,11551.11,0.19,107,0.05,641.73,565.54,0.6,6,11,42,0.29,43,64,20,19,34,90.32,31,False
4222,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,1.0,0,0,0,0,1,0.0,0,False
4223,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,2,0,2,0,1,0.0,0,False
4224,1,0,1,2,0,1,0.5,0,1,1.0,1,1,0.0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.17,1,5,1,5,6,75.0,2,False
4225,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
4226,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.25,1,4,1,4,4,50.0,2,False
4227,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
4228,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
4229,3,2,4,0,4,2,0.4,2,2,1.0,7,1,0.0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80.0,5,False
4230,1,1,2,0,0,1,0.33,0,1,1.0,2,1,0.0,1,1,40.0,2.5,250.0,0.03,25,0.4,13.89,100.0,1.0,0,0,3,0.2,11,14,11,5,5,66.67,3,False
4231,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,50.0,2,False
4232,1,0,1,0,4,1,0.5,2,1,1.0,1,1,0.0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4233,1,1,3,0,0,1,0.25,0,1,1.0,2,1,0.0,1,10,30.98,3.5,379.46,0.04,26,0.29,21.08,108.42,1.0,0,0,3,0.17,11,15,11,7,6,75.0,4,False
4234,3,1,3,0,4,2,0.4,2,1,0.5,6,1,0.0,2,3,20.31,3.38,231.3,0.02,18,0.3,12.85,68.53,0.5,1,2,6,0.29,9,9,8,6,7,60.0,5,False
4235,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.5,3,5,3,5,2,0.0,1,False
4236,5,1,10,1,8,3,0.25,4,1,0.33,14,1,0.0,2,0,23.11,17.08,6740.74,0.13,85,0.06,374.49,394.73,0.33,2,4,13,0.2,37,48,13,12,15,84.62,12,False
4237,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4238,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
4239,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
4240,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.33,0,1,0,1,3,0.0,1,False
4241,1,0,2,0,0,1,0.33,0,1,1.0,1,1,0.0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
4242,5,3,9,1,8,3,0.25,4,3,1.0,15,1,0.0,3,1,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,0.33,2,4,14,0.2,17,29,7,17,15,76.92,12,False
4243,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,2,14.2,3.12,138.68,0.01,14,0.32,7.7,44.38,1.0,0,0,3,0.2,5,9,4,5,5,50.0,2,False
4244,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,50.0,2,False
4245,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,0.5,2,0,2,0,2,0.0,0,False
4246,1,3,2,0,0,1,0.33,0,1,1.0,5,1,0.0,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,1.0,0,0,6,0.2,7,10,6,6,5,66.67,3,False
4247,3,2,5,0,4,2,0.29,2,2,1.0,7,1,0.0,2,0,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,0.5,1,2,7,0.22,10,15,6,9,9,71.43,7,False
4248,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4249,7,3,12,0,12,4,0.27,6,3,0.75,16,1,0.0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80.0,15,False
